PT08.S1(CO),T,RH,log_AH,hour,month,CO
729.0,8.7,24.7,-1.2783372196147982,6.0,11.0,0.7
880.0,6.9,39.4,-0.9293759714228106,7.0,11.0,1.2
974.0,6.3,44.8,-0.8416471888783893,8.0,11.0,2.0
1086.0,7.2,43.2,-0.8171243603796563,9.0,11.0,2.8
1087.0,11.9,27.9,-0.9462346082472272,10.0,11.0,2.9
933.0,14.8,17.9,-1.2116690109604062,11.0,11.0,2.2
852.0,14.8,14.3,-1.4283671375417983,12.0,11.0,1.6
882.0,14.7,15.5,-1.35247281264438,13.0,11.0,1.5
888.0,14.7,16.6,-1.2888047398426334,14.0,11.0,1.9
878.0,14.8,15.6,-1.3413209954771594,15.0,11.0,1.5
892.0,15.3,14.3,-1.401611065231784,16.0,11.0,1.8
1117.0,13.5,19.5,-1.2029733039928523,17.0,11.0,3.4
1252.0,11.1,31.8,-0.8706006059570394,18.0,11.0,4.6
1012.0,10.2,33.4,-0.8811649298987809,19.0,11.0,1.6
1025.0,9.5,35.9,-0.8502689363321577,20.0,11.0,1.2
1033.0,8.0,39.8,-0.8472311959426605,21.0,11.0,1.2
1008.0,6.6,44.1,-0.8363249502362733,22.0,11.0,0.9
992.0,6.1,45.2,-0.845133537557827,23.0,11.0,0.7
1187.0,5.2,50.8,-0.7940730991499059,0.0,11.0,2.5
1065.0,4.9,53.0,-0.7702442309449122,1.0,11.0,1.5
889.0,5.3,48.7,-0.8291960250232213,2.0,11.0,0.5
901.0,4.2,53.6,-0.8087825241588698,3.0,11.0,0.3
875.0,3.1,56.3,-0.8282798545514417,4.0,11.0,0.5
808.0,4.1,52.2,-0.835171680589363,5.0,11.0,0.1
858.0,3.5,55.9,-0.8139598007766933,6.0,11.0,0.2
862.0,1.3,65.3,-0.808109199029627,8.0,11.0,0.2
877.0,3.2,57.0,-0.813282981799926,9.0,11.0,0.5
941.0,7.2,42.8,-0.8310308879233317,10.0,11.0,0.4
983.0,10.3,34.2,-0.8460652869846581,11.0,11.0,0.8
1067.0,10.9,33.8,-0.8225727280004032,12.0,11.0,1.5
1100.0,12.2,30.0,-0.8568432732307351,13.0,11.0,1.9
958.0,13.3,24.3,-0.9980432337464142,14.0,11.0,1.1
866.0,15.2,18.7,-1.1350688256787247,15.0,11.0,0.3
1018.0,14.9,21.7,-1.0089544167375744,16.0,11.0,0.9
1175.0,13.1,25.4,-0.9639065858158185,17.0,11.0,2.1
1197.0,11.7,32.7,-0.8047493571412476,18.0,11.0,2.4
1110.0,10.1,34.4,-0.8559014318613711,19.0,11.0,1.6
1060.0,9.8,36.0,-0.8291960250232213,20.0,11.0,1.1
1136.0,7.1,43.2,-0.8301130356331028,21.0,11.0,1.3
1049.0,5.9,47.8,-0.8076605673487061,22.0,11.0,0.8
1053.0,5.3,50.5,-0.791863153499103,23.0,11.0,1.0
970.0,5.6,48.0,-0.8182569916027896,0.0,11.0,0.3
1049.0,3.9,55.9,-0.7835096206403366,1.0,11.0,1.0
919.0,3.3,58.0,-0.7872381039595407,2.0,11.0,0.4
870.0,3.7,56.3,-0.7887774115751954,3.0,11.0,0.1
897.0,3.7,57.9,-0.7655028427520857,6.0,11.0,0.1
988.0,4.5,54.8,-0.7635696448564911,7.0,11.0,0.4
1242.0,4.9,55.8,-0.7170301210232773,8.0,11.0,2.4
1493.0,5.4,55.1,-0.6991652528855083,9.0,11.0,3.1
1394.0,6.2,51.8,-0.7027935576117508,10.0,11.0,3.1
1252.0,6.8,49.8,-0.7013809854870489,11.0,11.0,2.7
1255.0,7.3,50.6,-0.6570081339440722,12.0,11.0,2.3
1360.0,7.8,49.0,-0.6556587361489536,13.0,11.0,3.0
1369.0,8.0,49.2,-0.6382802791191052,14.0,11.0,3.6
1361.0,8.3,49.3,-0.6135969018019363,15.0,11.0,3.1
1411.0,8.5,49.6,-0.594750858703752,16.0,11.0,3.5
1509.0,8.5,52.6,-0.5351183163350353,17.0,11.0,4.0
1738.0,8.9,53.4,-0.4915133127336178,18.0,11.0,6.3
1766.0,9.1,53.8,-0.4754584799286993,19.0,11.0,6.9
1706.0,8.9,54.2,-0.4807815024176141,20.0,11.0,6.5
1472.0,8.5,54.2,-0.5018658823945187,21.0,11.0,3.3
1392.0,8.5,57.8,-0.4412995611173804,22.0,11.0,2.4
1335.0,7.7,71.1,-0.287282152430454,23.0,11.0,1.7
1285.0,7.9,72.5,-0.2528298616845701,0.0,11.0,1.3
1267.0,8.0,75.3,-0.2133169904964742,1.0,11.0,1.1
1176.0,8.0,76.2,-0.1963799140449949,2.0,11.0,0.8
1079.0,7.8,81.3,-0.1472247197565251,3.0,11.0,0.3
1091.0,8.2,81.4,-0.1187835359899669,5.0,11.0,1.3
1126.0,8.5,81.1,-0.1065834854027834,6.0,11.0,1.4
1210.0,8.9,79.3,-0.09563023101525,7.0,11.0,2.1
1565.0,9.5,77.9,-0.0749390866644938,8.0,11.0,4.5
1578.0,9.9,77.6,-0.052557250738676,9.0,11.0,5.7
1702.0,10.7,76.2,-0.0204068097776626,10.0,11.0,6.6
1552.0,11.8,72.2,-0.0052135670528874,11.0,11.0,5.0
1590.0,13.3,66.9,0.0161685811615836,12.0,11.0,5.3
1640.0,13.8,67.0,0.050027493599648,13.0,11.0,5.4
1769.0,13.9,67.6,0.0644760191843647,14.0,11.0,7.3
1581.0,14.2,66.8,0.0704584636485613,15.0,11.0,5.1
1658.0,14.2,67.8,0.0842492324449,16.0,11.0,5.3
1821.0,13.6,71.0,0.096945206056479,17.0,11.0,7.3
1982.0,13.2,72.6,0.0894750064276026,18.0,11.0,10.2
2008.0,12.4,74.7,0.0714831016218643,19.0,11.0,11.9
1918.0,11.5,76.2,0.0318861888623217,20.0,11.0,11.5
1693.0,10.4,79.3,-0.0007002451143934,21.0,11.0,8.3
1495.0,10.0,82.5,0.0148886124937505,22.0,11.0,4.7
1449.0,10.0,82.6,0.0161685811615836,23.0,11.0,4.0
1439.0,10.1,83.5,0.0291703772997799,0.0,11.0,3.9
1270.0,10.0,83.6,0.0232281261192072,1.0,11.0,2.8
1163.0,10.4,80.8,0.0189198848525107,2.0,11.0,2.3
1130.0,10.6,80.3,0.0248877155077788,3.0,11.0,1.8
1023.0,10.6,78.8,0.0079681696491768,4.0,11.0,1.4
931.0,10.5,77.8,-0.0162310131104172,5.0,11.0,1.0
953.0,9.8,79.2,-0.0442654162980154,6.0,11.0,1.0
1108.0,9.5,80.3,-0.0479305337575499,7.0,11.0,1.8
1414.0,9.8,80.5,-0.0279880365401687,8.0,11.0,3.8
1423.0,10.3,80.3,0.001998002662673,9.0,11.0,4.2
1352.0,11.1,77.2,0.017348638334613,10.0,11.0,3.6
1303.0,13.3,68.8,0.049266241302918,11.0,11.0,3.3
1103.0,15.1,58.3,-0.0022024235552,12.0,11.0,2.0
1138.0,15.6,56.2,-0.0124775215111125,13.0,11.0,2.0
1278.0,15.4,59.6,0.0368139731227164,14.0,11.0,2.9
1292.0,14.6,63.7,0.0495517788292477,15.0,11.0,2.7
1374.0,13.7,66.8,0.0422929121902513,16.0,11.0,3.4
1464.0,12.3,72.5,0.0325639908732625,17.0,11.0,4.5
1562.0,10.8,77.2,0.0020977980821461,18.0,11.0,6.1
1592.0,10.2,80.4,0.0002999550089979,19.0,11.0,6.8
1669.0,10.1,79.3,-0.0207130415975415,20.0,11.0,8.4
1429.0,10.0,76.1,-0.0694572650152217,21.0,11.0,5.3
1354.0,8.6,82.3,-0.0835990238763136,22.0,11.0,4.5
1311.0,7.7,84.3,-0.1186709297176786,23.0,11.0,4.1
1311.0,7.1,84.1,-0.1558354315581279,0.0,11.0,4.0
1292.0,6.7,83.2,-0.1996711951290677,1.0,11.0,4.0
1091.0,6.0,83.0,-0.2484613592984996,2.0,11.0,3.0
1009.0,5.1,84.0,-0.2958486617848413,3.0,11.0,2.1
1050.0,4.3,85.4,-0.3351930551228327,4.0,11.0,2.2
1053.0,4.0,85.7,-0.3508348874570496,5.0,11.0,2.2
1016.0,4.0,84.4,-0.3648511352229093,6.0,11.0,2.0
1057.0,4.0,83.1,-0.3827256211386748,7.0,11.0,2.2
1309.0,4.4,81.3,-0.3725140079684785,8.0,11.0,4.0
1315.0,6.7,72.6,-0.3312857099339129,9.0,11.0,4.8
1315.0,10.0,63.4,-0.2496158716453246,10.0,11.0,4.6
1111.0,13.6,48.7,-0.2814349596913142,11.0,11.0,2.8
1087.0,14.6,46.5,-0.2630545026270507,12.0,11.0,2.1
1104.0,15.4,43.0,-0.2899513118958242,13.0,11.0,2.0
1142.0,16.4,38.2,-0.3451699523244088,14.0,11.0,2.5
1164.0,16.8,37.6,-0.3384141208585543,15.0,11.0,2.5
1214.0,16.8,36.7,-0.3647071156359966,16.0,11.0,2.8
1369.0,15.4,41.3,-0.3353328859277869,17.0,11.0,4.0
1368.0,13.8,48.9,-0.2614946426981331,18.0,11.0,4.5
1226.0,13.3,50.9,-0.2555376191252138,19.0,11.0,3.1
1225.0,11.5,57.3,-0.2502578438057817,20.0,11.0,2.6
1190.0,10.7,59.8,-0.264747101169285,21.0,11.0,2.6
1128.0,10.0,61.8,-0.2775997371102685,22.0,11.0,2.0
1105.0,9.9,62.1,-0.2789205667832081,23.0,11.0,1.8
1152.0,9.3,64.5,-0.2805078687037806,0.0,11.0,2.5
1141.0,9.1,65.7,-0.2735162169788815,1.0,11.0,2.3
1121.0,8.9,71.8,-0.20089294237939,2.0,11.0,2.1
1043.0,9.1,72.9,-0.1709069519787006,3.0,11.0,1.5
982.0,9.0,77.3,-0.1195721351408449,5.0,11.0,1.2
974.0,9.1,77.3,-0.1116021765813023,6.0,11.0,1.0
1118.0,9.3,76.9,-0.1045830401924399,7.0,11.0,1.7
1508.0,10.0,75.0,-0.0856668267570917,8.0,11.0,4.3
1521.0,10.6,72.7,-0.075585986956595,9.0,11.0,5.8
1562.0,12.4,64.8,-0.0714960017050699,10.0,11.0,5.6
1392.0,13.7,59.9,-0.0688143160003597,11.0,11.0,4.0
1439.0,14.9,57.0,-0.0445790433979673,12.0,11.0,4.0
1539.0,15.5,56.2,-0.0187751553263339,13.0,11.0,4.9
1608.0,15.8,56.3,0.0025966258472659,14.0,11.0,5.6
1589.0,15.8,57.9,0.0287818014254519,15.0,11.0,5.1
1704.0,15.7,58.9,0.0422929121902513,16.0,11.0,6.2
1822.0,15.5,61.2,0.0648509723196162,17.0,11.0,7.7
1956.0,15.5,62.8,0.0933992642585497,18.0,11.0,10.1
1676.0,15.6,64.9,0.1306773236416161,19.0,11.0,6.4
1834.0,15.1,67.0,0.1305018080641581,20.0,11.0,7.7
1759.0,14.6,67.7,0.1101092226800301,21.0,11.0,8.1
1518.0,13.8,67.8,0.0591176044830887,22.0,11.0,4.7
1502.0,13.4,69.0,0.0562858110105918,23.0,11.0,4.3
1499.0,13.0,73.7,0.0913934284292104,0.0,11.0,4.1
1531.0,12.7,77.5,0.125663017995657,1.0,11.0,4.2
1424.0,12.4,78.4,0.1194704999761666,2.0,11.0,3.8
1279.0,11.9,79.7,0.1021052229371535,3.0,11.0,2.7
1250.0,11.9,80.7,0.1132393956065107,4.0,11.0,2.4
1189.0,13.2,75.8,0.1361903544502654,5.0,11.0,2.0
1197.0,12.3,81.9,0.1547790537875536,6.0,11.0,1.7
1273.0,12.8,80.8,0.1737852257716682,7.0,11.0,2.1
1298.0,13.7,76.3,0.1766387736584564,8.0,11.0,2.5
1453.0,13.4,78.8,0.190950883492009,9.0,11.0,3.8
1492.0,13.8,77.8,0.1989328225991514,10.0,11.0,3.9
1481.0,15.1,73.2,0.2183319943169877,11.0,11.0,4.2
1524.0,15.8,70.5,0.2276931860127811,12.0,11.0,4.0
1562.0,15.4,73.3,0.2390169004704999,13.0,11.0,4.4
1567.0,15.6,71.4,0.2307942102447325,14.0,11.0,4.7
1568.0,16.3,68.7,0.2307942102447325,15.0,11.0,4.6
1622.0,16.4,68.2,0.236020289127889,16.0,11.0,4.8
1515.0,15.6,70.2,0.2134971742624043,17.0,11.0,4.5
1603.0,14.2,75.8,0.199014779735615,18.0,11.0,5.6
1514.0,14.0,74.6,0.1710077968936812,19.0,11.0,4.9
1567.0,13.3,75.8,0.140283545447056,20.0,11.0,5.3
1380.0,13.7,72.5,0.1245158746975676,21.0,11.0,4.6
1214.0,12.8,73.8,0.0818564464698321,22.0,11.0,2.4
1225.0,11.2,78.3,0.0406619817188897,23.0,11.0,2.7
1250.0,10.6,79.4,0.0132123314721349,0.0,11.0,2.5
1143.0,10.8,77.5,0.0026963615477425,1.0,11.0,2.3
953.0,10.3,77.6,-0.0260360145508414,3.0,11.0,1.3
913.0,10.3,74.9,-0.0659261501161668,4.0,11.0,1.0
858.0,11.2,69.0,-0.0878480905731951,5.0,11.0,0.9
848.0,8.9,77.1,-0.1273789293298305,6.0,11.0,0.7
871.0,9.5,73.3,-0.1370805405483676,7.0,11.0,0.8
909.0,8.6,77.2,-0.1488480967364158,8.0,11.0,1.0
906.0,8.6,76.6,-0.1524521231916767,9.0,11.0,1.1
859.0,9.7,72.0,-0.1451413856696708,10.0,11.0,0.8
1028.0,11.1,68.2,-0.107696575455374,11.0,11.0,1.4
1089.0,11.8,65.0,-0.1091454472607979,12.0,11.0,2.2
1184.0,12.1,64.8,-0.0904719031640756,13.0,11.0,2.7
1136.0,12.6,63.2,-0.0824038262548156,14.0,11.0,2.3
1069.0,13.4,61.9,-0.0499258087697256,15.0,11.0,1.9
1214.0,13.3,63.3,-0.041134543358555,16.0,11.0,2.7
1212.0,11.2,70.9,-0.0612373094711894,17.0,11.0,3.2
1218.0,9.6,76.5,-0.085122253416835,18.0,11.0,3.2
1279.0,9.9,76.3,-0.0730008928844902,19.0,11.0,3.5
1382.0,10.4,74.6,-0.0625139053892423,20.0,11.0,4.5
1292.0,10.3,75.1,-0.0619817923558813,21.0,11.0,4.1
1250.0,10.4,75.4,-0.0544561857960588,22.0,11.0,3.3
1260.0,10.5,75.4,-0.0443699477359405,23.0,11.0,3.1
1203.0,10.2,78.4,-0.0246001168682326,0.0,11.0,3.0
1146.0,9.9,80.5,-0.0161293819298836,1.0,11.0,2.3
1130.0,9.8,81.4,-0.0146061523893621,2.0,11.0,2.3
1032.0,9.5,81.7,-0.0311811174835747,3.0,11.0,1.7
993.0,8.9,83.0,-0.0526626525833059,4.0,11.0,1.5
987.0,8.8,83.7,-0.0482453126279945,5.0,11.0,1.3
1018.0,8.7,84.2,-0.048560190615377,6.0,11.0,1.4
1129.0,8.7,83.7,-0.056147160623001,7.0,11.0,2.0
1440.0,9.6,80.8,-0.0318003125497978,8.0,11.0,4.2
1609.0,11.3,75.3,0.004788516731797,9.0,11.0,5.9
1573.0,13.8,68.5,0.0693394780786129,10.0,11.0,6.3
1705.0,14.9,64.9,0.0888347137004907,11.0,11.0,6.6
1551.0,15.3,63.2,0.085994193166861,12.0,11.0,5.0
1163.0,18.6,49.1,0.0416216746908194,13.0,11.0,2.5
1186.0,18.6,49.3,0.0441125746183208,14.0,11.0,2.6
1166.0,18.4,49.9,0.0443039255565243,15.0,11.0,1.9
1200.0,17.9,51.4,0.0476466534673529,16.0,11.0,2.3
1134.0,18.0,51.9,0.0603422290061617,17.0,11.0,1.9
1161.0,16.7,57.3,0.0781640209693542,18.0,11.0,2.3
1117.0,17.3,57.0,0.1076878054169173,19.0,11.0,1.8
1114.0,16.8,58.7,0.1051704976055396,20.0,11.0,1.9
1022.0,16.5,59.2,0.0972174507153592,21.0,11.0,1.4
996.0,16.3,59.7,0.0899321075006072,22.0,11.0,1.2
1002.0,16.0,61.6,0.1067894941815177,23.0,11.0,1.0
1032.0,15.6,66.6,0.1623739189842585,0.0,11.0,1.2
1052.0,13.8,80.4,0.2327770002824478,1.0,11.0,1.4
1014.0,13.2,84.4,0.2452181056325205,2.0,11.0,1.2
897.0,13.6,82.8,0.2503695375678011,3.0,11.0,0.8
878.0,13.8,81.3,0.244278623844168,4.0,11.0,0.6
840.0,13.6,75.5,0.1587116911548208,5.0,11.0,0.6
879.0,11.5,81.4,0.097580328338864,6.0,11.0,0.7
999.0,11.8,80.7,0.1116308161711854,7.0,11.0,1.1
1251.0,12.3,78.9,0.1207120751622634,8.0,11.0,2.5
1351.0,13.0,76.0,0.1237209269897587,9.0,11.0,3.6
1312.0,13.7,70.9,0.1021955123146696,10.0,11.0,3.6
1201.0,14.0,70.9,0.1172495600502398,11.0,11.0,3.3
1120.0,14.6,65.9,0.0843411484337509,12.0,11.0,2.0
1071.0,14.9,59.9,0.0062802379571504,13.0,11.0,1.9
1085.0,14.9,58.4,-0.0162310131104172,14.0,11.0,2.2
1113.0,15.3,54.3,-0.0664603667002698,15.0,11.0,2.2
1310.0,14.6,56.6,-0.0653922187670521,16.0,11.0,3.8
1183.0,12.6,62.0,-0.1023650066780278,17.0,11.0,3.5
1362.0,11.9,62.3,-0.1422550475808712,18.0,11.0,5.2
1408.0,11.6,64.3,-0.1290841534115375,19.0,11.0,6.3
1471.0,11.5,68.0,-0.0826210286883369,20.0,11.0,6.8
1157.0,10.7,73.9,-0.051082790229316,21.0,11.0,4.1
1061.0,9.6,83.0,-0.0101513510563753,22.0,11.0,2.3
1006.0,9.6,79.9,-0.043011890593291,23.0,11.0,1.9
1039.0,9.8,79.4,-0.038117322113128,0.0,12.0,2.2
886.0,10.1,75.3,-0.0702078950434964,1.0,12.0,1.3
900.0,9.1,80.0,-0.0726782254979855,2.0,12.0,1.2
856.0,8.7,82.4,-0.0732160623312591,3.0,12.0,0.9
844.0,8.3,80.4,-0.1209254679288803,5.0,12.0,0.6
927.0,8.9,79.2,-0.0979436443301266,6.0,12.0,0.9
1007.0,8.7,80.8,-0.0947503365458108,7.0,12.0,1.4
1318.0,9.0,79.8,-0.0830555751373258,8.0,12.0,3.4
1396.0,9.5,78.3,-0.0684929964453004,9.0,12.0,5.0
1337.0,10.4,76.0,-0.0448927688907366,10.0,12.0,4.7
1202.0,11.0,74.4,-0.0267547373088196,11.0,12.0,3.2
1309.0,13.8,63.6,-0.0041084280445431,12.0,12.0,3.5
1351.0,13.6,65.6,0.0165620882989782,13.0,12.0,4.0
1501.0,13.7,66.5,0.0372957847436969,14.0,12.0,5.7
1426.0,13.0,73.0,0.0825012215117437,15.0,12.0,5.0
1544.0,12.7,77.1,0.1178719205948891,16.0,12.0,5.6
1566.0,12.3,79.7,0.1259275565977906,17.0,12.0,6.2
1547.0,12.3,78.8,0.1203574966637339,18.0,12.0,7.5
1124.0,12.5,72.6,0.0477419959854211,19.0,12.0,3.0
1090.0,11.8,76.1,0.0529718847661057,20.0,12.0,2.6
1034.0,11.3,79.9,0.0673782353299481,21.0,12.0,2.1
1040.0,11.1,84.3,0.1076878054169173,22.0,12.0,1.8
1060.0,11.3,83.1,0.1033685329770331,23.0,12.0,2.0
1076.0,11.6,81.0,0.1027370774511123,0.0,12.0,2.2
975.0,11.7,77.8,0.0666300822977629,1.0,12.0,1.9
987.0,11.7,78.6,0.0781640209693542,2.0,12.0,1.6
928.0,11.9,78.2,0.0821328295385222,3.0,12.0,1.1
889.0,12.0,77.4,0.0792731808945078,4.0,12.0,0.9
880.0,12.0,78.0,0.0898407039997895,5.0,12.0,0.7
919.0,12.4,75.3,0.0781640209693542,6.0,12.0,0.9
1073.0,12.5,76.4,0.0972174507153592,7.0,12.0,1.4
1435.0,12.9,73.8,0.0895664433590429,8.0,12.0,4.2
1477.0,13.3,70.7,0.0722276339968807,9.0,12.0,5.0
1337.0,14.3,66.1,0.0686861577884468,10.0,12.0,4.4
1308.0,15.4,63.9,0.101743983883284,11.0,12.0,3.4
1245.0,15.9,62.7,0.1198253930683485,12.0,12.0,2.8
1295.0,16.4,61.9,0.1367138233158221,13.0,12.0,3.4
1338.0,18.0,58.0,0.174037337206257,14.0,12.0,2.9
1405.0,19.2,57.9,0.2434950475621073,15.0,12.0,3.9
1456.0,18.1,62.1,0.2485773525710199,16.0,12.0,4.0
1516.0,16.7,67.3,0.2395679297283516,17.0,12.0,4.9
1707.0,15.8,70.7,0.2311910828935104,18.0,12.0,7.7
1816.0,15.4,73.0,0.2380715718984464,19.0,12.0,9.4
1713.0,15.4,73.0,0.2349140069131251,20.0,12.0,7.8
1646.0,15.3,73.6,0.2383079878339815,21.0,12.0,6.6
1468.0,15.1,74.3,0.2329354537766789,22.0,12.0,4.7
1443.0,14.2,78.0,0.2263384422107289,23.0,12.0,4.8
1289.0,14.1,81.4,0.2674283434245129,0.0,12.0,3.2
1194.0,14.4,82.7,0.2998082522496214,1.0,12.0,2.6
1165.0,14.1,84.1,0.2972115226679103,2.0,12.0,2.1
1003.0,14.1,84.8,0.3033585518367885,3.0,12.0,1.3
986.0,14.0,84.1,0.2918483813211968,4.0,12.0,1.1
930.0,13.9,85.1,0.2963196608473664,5.0,12.0,0.7
988.0,13.8,85.5,0.2978056556226321,6.0,12.0,0.9
1094.0,13.8,85.3,0.2935647356099364,7.0,12.0,1.5
1528.0,13.7,84.5,0.2777832402725334,8.0,12.0,3.8
1628.0,13.9,83.9,0.2839752105204545,9.0,12.0,6.0
1555.0,14.6,81.6,0.2962453031122688,10.0,12.0,5.1
1290.0,15.8,74.7,0.2878820524544471,11.0,12.0,3.6
1280.0,16.4,72.1,0.289680075114454,12.0,12.0,3.0
1302.0,16.8,70.3,0.2882569072026234,13.0,12.0,3.1
1332.0,17.9,66.3,0.3000305156326444,14.0,12.0,3.3
1332.0,18.8,62.7,0.3005489381586045,15.0,12.0,3.4
1493.0,19.0,61.6,0.2931918656253784,16.0,12.0,4.6
1648.0,17.7,68.3,0.3157591950236713,17.0,12.0,6.9
1482.0,16.5,71.7,0.2895303633093986,18.0,12.0,5.1
1501.0,15.7,72.7,0.2524693166960363,19.0,12.0,4.9
1601.0,15.0,74.4,0.2305560110296637,20.0,12.0,6.1
1421.0,14.6,75.2,0.2155145241497185,21.0,12.0,6.2
1232.0,14.0,75.7,0.1865625510512092,22.0,12.0,3.0
1270.0,13.1,78.7,0.1669540796628328,23.0,12.0,3.4
1257.0,12.6,78.4,0.1326935417254652,0.0,12.0,3.5
1246.0,12.8,77.9,0.1343560524990787,1.0,12.0,3.2
1166.0,12.1,79.4,0.1134179670355568,2.0,12.0,2.9
1062.0,11.6,80.1,0.0860859489131289,3.0,12.0,2.1
1032.0,11.4,81.1,0.0887432098343885,5.0,12.0,1.7
1034.0,11.5,81.7,0.0983056887841233,6.0,12.0,1.7
1024.0,12.4,77.1,0.101834305881268,7.0,12.0,1.3
1243.0,12.3,79.0,0.1215979717474875,8.0,12.0,2.8
1148.0,12.2,83.9,0.1731126177086448,9.0,12.0,2.5
1182.0,12.2,85.1,0.1888833146290956,10.0,12.0,2.7
1015.0,12.4,80.1,0.1364521231355001,11.0,12.0,1.5
1175.0,13.0,77.8,0.1519482562720581,12.0,12.0,2.6
1224.0,11.8,86.5,0.1807369686637162,13.0,12.0,3.1
1123.0,11.9,85.7,0.1749612023876622,14.0,12.0,2.5
1187.0,11.9,88.7,0.2112329002883747,15.0,12.0,2.6
1116.0,12.3,87.0,0.2168840011430655,16.0,12.0,2.5
1131.0,12.7,84.4,0.2112329002883747,17.0,12.0,2.3
1215.0,13.1,81.7,0.2057125095845302,18.0,12.0,3.1
1077.0,13.1,80.4,0.1854832201315333,19.0,12.0,1.9
1210.0,13.4,79.9,0.2032673213094172,20.0,12.0,2.5
1181.0,13.8,76.8,0.1873090983049936,21.0,12.0,3.1
1088.0,14.0,75.9,0.1876407182715545,22.0,12.0,2.0
1054.0,13.5,78.3,0.1903723949836654,23.0,12.0,1.9
1096.0,13.0,79.2,0.1672079189839064,0.0,12.0,2.4
1042.0,12.4,77.5,0.1057104544221141,1.0,12.0,2.0
887.0,12.3,71.2,0.017348638334613,2.0,12.0,1.2
884.0,12.2,69.6,-0.0140989243795016,3.0,12.0,1.0
862.0,12.3,67.5,-0.0383251143216678,4.0,12.0,1.0
821.0,12.7,65.6,-0.0443699477359405,5.0,12.0,0.8
797.0,12.5,65.9,-0.0478256294826045,6.0,12.0,0.6
802.0,12.4,65.4,-0.0591132644925065,7.0,12.0,0.7
848.0,13.2,62.5,-0.0586889963486796,8.0,12.0,0.8
863.0,13.1,62.4,-0.0654989822326956,9.0,12.0,0.9
889.0,12.9,64.7,-0.0445790433979673,10.0,12.0,1.0
969.0,13.0,67.6,0.0089597413714718,11.0,12.0,1.3
1013.0,13.0,69.7,0.0395091330947124,12.0,12.0,1.7
1100.0,12.0,80.0,0.1103779074696093,13.0,12.0,2.4
1019.0,11.4,83.7,0.1202688323909446,14.0,12.0,1.7
1061.0,12.0,80.8,0.1190267064216409,15.0,12.0,1.8
940.0,11.5,81.0,0.0962188577405429,16.0,12.0,1.5
904.0,11.3,81.0,0.0816721486440248,17.0,12.0,1.1
1120.0,12.0,78.4,0.0911195933674838,18.0,12.0,2.4
987.0,12.1,75.5,0.0647572472152785,19.0,12.0,2.0
971.0,12.5,71.9,0.0344980404075673,20.0,12.0,1.5
965.0,12.6,70.5,0.023618865598634,21.0,12.0,1.7
873.0,12.5,69.1,0.0002999550089979,22.0,12.0,1.0
892.0,13.1,64.3,-0.0379095730732201,23.0,12.0,1.0
857.0,13.2,62.9,-0.0495054199038393,0.0,12.0,1.0
901.0,13.3,63.6,-0.0332465937936356,1.0,12.0,0.9
901.0,13.3,65.3,-0.0052135670528874,2.0,12.0,1.1
904.0,12.7,72.2,0.0511682865743994,3.0,12.0,1.1
857.0,11.9,79.6,0.0992116500709481,4.0,12.0,0.6
881.0,11.8,81.4,0.1167157996959607,5.0,12.0,0.7
913.0,12.0,80.1,0.1160927189868533,6.0,12.0,0.9
1012.0,12.2,78.8,0.1113624678534606,7.0,12.0,1.3
1314.0,12.7,77.2,0.1220406259090246,8.0,12.0,3.1
1479.0,13.4,74.4,0.1316421090517151,9.0,12.0,4.9
1299.0,15.9,63.4,0.1265445413249562,10.0,12.0,4.7
1221.0,18.5,52.9,0.1110045580429113,11.0,12.0,3.2
1171.0,18.4,52.6,0.1011115013684114,12.0,12.0,2.5
1316.0,19.4,49.8,0.1039094633905114,13.0,12.0,3.8
1208.0,19.5,50.1,0.1155583406342723,14.0,12.0,3.3
1145.0,20.3,47.5,0.1121672968707477,15.0,12.0,2.5
1189.0,18.7,53.0,0.1241626426204225,16.0,12.0,2.7
1173.0,17.3,57.1,0.1098404656795322,17.0,12.0,2.9
1237.0,16.4,59.5,0.0968544413638821,18.0,12.0,3.1
1253.0,15.9,60.8,0.0843411484337509,19.0,12.0,4.0
1155.0,15.5,60.7,0.0574194908674864,20.0,12.0,3.1
1175.0,15.3,63.1,0.0836055838547968,21.0,12.0,2.7
1001.0,16.6,58.5,0.0919408736983573,22.0,12.0,1.7
1014.0,14.6,64.7,0.0655068022021197,23.0,12.0,1.5
966.0,14.0,66.1,0.048790164169432,0.0,12.0,1.4
987.0,13.0,69.4,0.0357531697058178,1.0,12.0,1.4
888.0,13.1,67.4,0.0100493358530014,2.0,12.0,1.1
911.0,11.6,73.4,-0.0010005003335835,3.0,12.0,1.1
857.0,12.4,68.3,-0.0201006717070029,5.0,12.0,0.6
886.0,14.1,60.6,-0.0289140101646422,6.0,12.0,0.8
964.0,12.9,64.2,-0.0506619148022279,7.0,12.0,1.0
1230.0,11.7,68.9,-0.0577350506512383,8.0,12.0,2.8
1236.0,12.5,65.8,-0.0473012731180131,9.0,12.0,3.4
1322.0,14.5,61.1,0.0006997551142732,10.0,12.0,3.3
1407.0,16.9,54.2,0.0364283566135514,11.0,12.0,4.1
1357.0,17.4,53.3,0.0514532815889156,12.0,12.0,3.5
1289.0,18.8,49.3,0.0564748469279789,13.0,12.0,3.0
1257.0,19.4,47.1,0.049742091894814,14.0,12.0,3.6
1199.0,19.2,47.1,0.0364283566135514,15.0,12.0,3.0
