PT08.S1(CO),T,RH,log_AH,hour,month,Datetime
994.0,23.6,54.2,0.4435954834694318,6.0,8.0,2004-08-25 06:00:00
1173.0,24.9,52.9,0.49652383905513103,7.0,8.0,2004-08-25 07:00:00
1314.0,26.4,50.8,0.5403455903019825,8.0,8.0,2004-08-25 08:00:00
1252.0,28.1,47.4,0.573969422730615,9.0,8.0,2004-08-25 09:00:00
1151.0,30.2,43.2,0.6004834956965259,10.0,8.0,2004-08-25 10:00:00
1122.0,31.2,41.9,0.6264730472919525,11.0,8.0,2004-08-25 11:00:00
1111.0,33.9,36.0,0.6255105318441341,12.0,8.0,2004-08-25 12:00:00
1058.0,33.9,34.1,0.574025749652082,13.0,8.0,2004-08-25 13:00:00
972.0,34.4,30.6,0.4948181856201738,14.0,8.0,2004-08-25 14:00:00
985.0,35.3,28.5,0.47212637462671414,15.0,8.0,2004-08-25 15:00:00
1004.0,36.3,28.3,0.5218249092243596,16.0,8.0,2004-08-25 16:00:00
1030.0,35.3,29.4,0.5054310994486833,17.0,8.0,2004-08-25 17:00:00
965.0,32.5,34.1,0.49792273841046736,18.0,8.0,2004-08-25 18:00:00
987.0,29.1,42.1,0.5125241804015721,19.0,8.0,2004-08-25 19:00:00
923.0,27.8,35.6,0.2712477659883562,20.0,8.0,2004-08-25 20:00:00
872.0,27.0,30.0,0.05278218543896948,21.0,8.0,2004-08-25 21:00:00
939.0,26.3,37.3,0.2275338996155027,22.0,8.0,2004-08-25 22:00:00
954.0,25.2,40.8,0.25285768129760117,23.0,8.0,2004-08-25 23:00:00
969.0,24.3,43.3,0.2602851815948296,0.0,8.0,2004-08-26 00:00:00
882.0,23.3,45.3,0.24639121803390027,1.0,8.0,2004-08-26 01:00:00
805.0,24.1,44.0,0.26497623491614286,2.0,8.0,2004-08-26 02:00:00
790.0,23.8,44.8,0.2670455976013385,3.0,8.0,2004-08-26 03:00:00
842.0,23.7,46.7,0.30017866378106345,5.0,8.0,2004-08-26 05:00:00
,,,,6.0,8.0,2004-08-26 06:00:00
,,,,7.0,8.0,2004-08-26 07:00:00
,,,,8.0,8.0,2004-08-26 08:00:00
,,,,9.0,8.0,2004-08-26 09:00:00
,,,,10.0,8.0,2004-08-26 10:00:00
,,,,11.0,8.0,2004-08-26 11:00:00
,,,,12.0,8.0,2004-08-26 12:00:00
,,,,13.0,8.0,2004-08-26 13:00:00
,,,,14.0,8.0,2004-08-26 14:00:00
,,,,15.0,8.0,2004-08-26 15:00:00
,,,,16.0,8.0,2004-08-26 16:00:00
,,,,17.0,8.0,2004-08-26 17:00:00
,,,,18.0,8.0,2004-08-26 18:00:00
,,,,19.0,8.0,2004-08-26 19:00:00
,,,,20.0,8.0,2004-08-26 20:00:00
,,,,21.0,8.0,2004-08-26 21:00:00
,,,,22.0,8.0,2004-08-26 22:00:00
,,,,23.0,8.0,2004-08-26 23:00:00
,,,,0.0,8.0,2004-08-27 00:00:00
,,,,1.0,8.0,2004-08-27 01:00:00
,,,,2.0,8.0,2004-08-27 02:00:00
,,,,3.0,8.0,2004-08-27 03:00:00
,,,,4.0,8.0,2004-08-27 04:00:00
,,,,5.0,8.0,2004-08-27 05:00:00
,,,,6.0,8.0,2004-08-27 06:00:00
,,,,7.0,8.0,2004-08-27 07:00:00
,,,,8.0,8.0,2004-08-27 08:00:00
,,,,9.0,8.0,2004-08-27 09:00:00
,,,,10.0,8.0,2004-08-27 10:00:00
,,,,11.0,8.0,2004-08-27 11:00:00
,,,,12.0,8.0,2004-08-27 12:00:00
,,,,13.0,8.0,2004-08-27 13:00:00
,,,,14.0,8.0,2004-08-27 14:00:00
,,,,15.0,8.0,2004-08-27 15:00:00
,,,,16.0,8.0,2004-08-27 16:00:00
,,,,17.0,8.0,2004-08-27 17:00:00
,,,,18.0,8.0,2004-08-27 18:00:00
,,,,19.0,8.0,2004-08-27 19:00:00
,,,,20.0,8.0,2004-08-27 20:00:00
,,,,21.0,8.0,2004-08-27 21:00:00
,,,,22.0,8.0,2004-08-27 22:00:00
,,,,23.0,8.0,2004-08-27 23:00:00
,,,,0.0,8.0,2004-08-28 00:00:00
,,,,1.0,8.0,2004-08-28 01:00:00
,,,,2.0,8.0,2004-08-28 02:00:00
835.0,19.8,59.3,0.30047489425053325,3.0,8.0,2004-08-28 03:00:00
792.0,20.0,59.3,0.3134229159439314,4.0,8.0,2004-08-28 04:00:00
749.0,22.5,48.6,0.2682698689303196,5.0,8.0,2004-08-28 05:00:00
803.0,19.5,57.0,0.24208306113360414,6.0,8.0,2004-08-28 06:00:00
818.0,19.6,56.1,0.23515117043848674,7.0,8.0,2004-08-28 07:00:00
932.0,20.7,53.3,0.25231392861398955,8.0,8.0,2004-08-28 08:00:00
977.0,24.7,41.8,0.24990232061490092,9.0,8.0,2004-08-28 09:00:00
1011.0,29.9,30.5,0.2323807566666916,10.0,8.0,2004-08-28 10:00:00
975.0,32.3,27.2,0.2571970914390615,11.0,8.0,2004-08-28 11:00:00
958.0,34.3,24.5,0.2639783457525456,12.0,8.0,2004-08-28 12:00:00
903.0,33.4,22.5,0.13085280841876207,13.0,8.0,2004-08-28 13:00:00
1030.0,32.5,28.7,0.32179360208054875,14.0,8.0,2004-08-31 14:00:00
1058.0,33.8,25.8,0.2880320112160689,15.0,8.0,2004-08-31 15:00:00
1040.0,34.5,28.6,0.4313277676338917,16.0,8.0,2004-08-31 16:00:00
1093.0,32.7,33.0,0.46919079898870925,17.0,8.0,2004-08-31 17:00:00
1184.0,31.4,35.4,0.4682520962069292,18.0,8.0,2004-08-31 18:00:00
1180.0,27.7,43.5,0.4649910874221913,19.0,8.0,2004-08-31 19:00:00
1079.0,26.2,47.8,0.46869026716320583,20.0,8.0,2004-08-31 20:00:00
1095.0,25.7,48.7,0.4590058750361942,21.0,8.0,2004-08-31 21:00:00
1073.0,25.2,50.1,0.4574248470388755,22.0,8.0,2004-08-31 22:00:00
1063.0,24.4,53.4,0.4719392547134908,23.0,8.0,2004-08-31 23:00:00
1046.0,23.7,55.4,0.4719392547134908,0.0,9.0,2004-09-01 00:00:00
953.0,22.8,58.5,0.46950350420405323,1.0,9.0,2004-09-01 01:00:00
864.0,22.8,58.5,0.4690656895177591,2.0,9.0,2004-09-01 02:00:00
829.0,22.3,59.7,0.46304195291218425,3.0,9.0,2004-09-01 03:00:00
838.0,20.8,64.9,0.4517123592734841,4.0,9.0,2004-09-01 04:00:00
913.0,19.7,66.8,0.41765714887352634,5.0,9.0,2004-09-01 05:00:00
1039.0,19.8,64.3,0.3837646811288254,6.0,9.0,2004-09-01 06:00:00
1252.0,20.6,62.3,0.3997823249726662,7.0,9.0,2004-09-01 07:00:00
1410.0,23.2,54.0,0.41495328598047276,8.0,9.0,2004-09-01 08:00:00
1217.0,26.3,43.1,0.3744559212338194,9.0,9.0,2004-09-01 09:00:00
1114.0,29.1,35.4,0.33704350198950506,10.0,9.0,2004-09-01 10:00:00
1026.0,30.0,31.6,0.2758118998812936,11.0,9.0,2004-09-01 11:00:00
1051.0,32.4,26.3,0.23063541707250532,12.0,9.0,2004-09-01 12:00:00
1027.0,31.3,29.1,0.2665095072189799,13.0,9.0,2004-09-01 13:00:00
996.0,31.1,28.6,0.2404332198511704,14.0,9.0,2004-09-01 14:00:00
1028.0,33.3,24.4,0.208638865111328,15.0,9.0,2004-09-01 15:00:00
1030.0,35.5,21.2,0.18415321162292456,16.0,9.0,2004-09-01 16:00:00
1133.0,34.6,22.0,0.17311261770864483,17.0,9.0,2004-09-01 17:00:00
1180.0,33.3,23.6,0.16906744111553862,18.0,9.0,2004-09-01 18:00:00
1261.0,30.0,28.5,0.17361711616380826,19.0,9.0,2004-09-01 19:00:00
1093.0,28.0,33.0,0.20408304857546727,20.0,9.0,2004-09-01 20:00:00
1068.0,27.2,37.4,0.28359874701414484,21.0,9.0,2004-09-01 21:00:00
1031.0,26.6,39.9,0.3116671177022417,22.0,9.0,2004-09-01 22:00:00
1055.0,25.3,41.7,0.2811860187080788,23.0,9.0,2004-09-01 23:00:00
1060.0,24.3,44.7,0.295054826781194,0.0,9.0,2004-09-02 00:00:00
962.0,24.4,45.6,0.3205606010177203,1.0,9.0,2004-09-02 01:00:00
874.0,23.1,49.9,0.3286560554212065,2.0,9.0,2004-09-02 02:00:00
832.0,22.7,51.3,0.3348280285087237,3.0,9.0,2004-09-02 03:00:00
834.0,21.8,54.1,0.33675791009837364,4.0,9.0,2004-09-02 04:00:00
865.0,21.0,56.9,0.33640080549864243,5.0,9.0,2004-09-02 05:00:00
903.0,21.8,55.5,0.3592815438036823,6.0,9.0,2004-09-02 06:00:00
1236.0,21.6,57.2,0.3789157728746279,7.0,9.0,2004-09-02 07:00:00
1464.0,22.8,54.2,0.39783608094367323,8.0,9.0,2004-09-02 08:00:00
1258.0,26.2,45.0,0.4119771917233874,9.0,9.0,2004-09-02 09:00:00
1229.0,39.3,16.0,0.1077775921734311,17.0,9.0,2004-09-03 17:00:00
1347.0,37.0,23.6,0.381104107195229,18.0,9.0,2004-09-03 18:00:00
1424.0,33.2,30.1,0.4117784701647565,19.0,9.0,2004-09-03 19:00:00
1305.0,31.0,33.1,0.37980536132758674,20.0,9.0,2004-09-03 20:00:00
1180.0,29.5,33.4,0.30468667126760474,21.0,9.0,2004-09-03 21:00:00
1029.0,29.1,36.7,0.37170147795535524,22.0,9.0,2004-09-03 22:00:00
1080.0,27.8,40.7,0.40559843255339884,23.0,9.0,2004-09-03 23:00:00
1197.0,26.0,45.3,0.40539843921917673,0.0,9.0,2004-09-04 00:00:00
1006.0,25.8,45.4,0.3967606674780181,1.0,9.0,2004-09-04 01:00:00
987.0,25.4,45.9,0.38417337264054213,2.0,9.0,2004-09-04 02:00:00
958.0,25.2,46.4,0.3811724155391198,3.0,9.0,2004-09-04 03:00:00
962.0,23.0,52.7,0.3762422494312612,4.0,9.0,2004-09-04 04:00:00
958.0,22.1,54.5,0.3602585152700852,5.0,9.0,2004-09-04 05:00:00
976.0,22.5,53.6,0.36616972550052207,6.0,9.0,2004-09-04 06:00:00
1088.0,22.0,55.4,0.3671399937864964,7.0,9.0,2004-09-04 07:00:00
1159.0,23.4,51.6,0.381104107195229,8.0,9.0,2004-09-04 08:00:00
1156.0,26.7,43.0,0.39258248227715065,9.0,9.0,2004-09-04 09:00:00
1202.0,31.3,32.9,0.3900807060644171,10.0,9.0,2004-09-04 10:00:00
1226.0,34.8,27.1,0.3945389679746109,11.0,9.0,2004-09-04 11:00:00
1181.0,38.3,21.5,0.35508367854723943,12.0,9.0,2004-09-04 12:00:00
1062.0,37.1,21.2,0.2705613456433628,13.0,9.0,2004-09-04 13:00:00
1013.0,37.3,20.3,0.24459188252007924,14.0,9.0,2004-09-04 14:00:00
1029.0,38.3,19.3,0.24184753610798157,15.0,9.0,2004-09-04 15:00:00
1144.0,40.7,17.0,0.24631305334085232,16.0,9.0,2004-09-04 16:00:00
1159.0,39.5,18.5,0.26819339586791857,17.0,9.0,2004-09-04 17:00:00
1113.0,36.6,22.6,0.3121795440521684,18.0,9.0,2004-09-04 18:00:00
1100.0,32.8,28.2,0.325122355425626,19.0,9.0,2004-09-04 19:00:00
1037.0,30.7,30.7,0.2880320112160689,20.0,9.0,2004-09-04 20:00:00
1055.0,30.1,28.7,0.18664552827400915,21.0,9.0,2004-09-04 21:00:00
980.0,29.7,25.4,0.04305948946044701,22.0,9.0,2004-09-04 22:00:00
1083.0,29.6,24.3,-0.011162064706191917,23.0,9.0,2004-09-04 23:00:00
1399.0,28.0,29.1,0.08121125542482323,0.0,9.0,2004-09-05 00:00:00
1194.0,27.2,33.3,0.16449697188140266,1.0,9.0,2004-09-05 01:00:00
970.0,27.5,30.9,0.10930273489045009,2.0,9.0,2004-09-05 02:00:00
898.0,27.1,33.3,0.16228890304371849,3.0,9.0,2004-09-05 03:00:00
929.0,26.4,35.1,0.17554867250652587,4.0,9.0,2004-09-05 04:00:00
913.0,25.6,37.6,0.1931790667947367,5.0,9.0,2004-09-05 05:00:00
854.0,25.4,38.6,0.21123290028837474,6.0,9.0,2004-09-05 06:00:00
881.0,25.5,38.2,0.20668891324224908,7.0,9.0,2004-09-05 07:00:00
867.0,27.0,34.3,0.18971085522580924,8.0,9.0,2004-09-05 08:00:00
885.0,29.9,29.6,0.20668891324224908,9.0,9.0,2004-09-05 09:00:00
899.0,31.9,26.8,0.22130185643483866,10.0,9.0,2004-09-05 10:00:00
886.0,33.0,23.5,0.1469534129561634,11.0,9.0,2004-09-05 11:00:00
864.0,34.5,19.3,0.03623549258209536,12.0,9.0,2004-09-05 12:00:00
822.0,33.2,19.0,-0.04782562948260455,13.0,9.0,2004-09-05 13:00:00
810.0,32.2,20.5,-0.03056230558263998,14.0,9.0,2004-09-05 14:00:00
784.0,32.6,17.5,-0.16640883833390552,15.0,9.0,2004-09-05 15:00:00
823.0,33.0,17.5,-0.14121800191553763,16.0,9.0,2004-09-05 16:00:00
863.0,32.9,17.5,-0.14826801666910286,17.0,9.0,2004-09-05 17:00:00
880.0,31.6,18.0,-0.19322073766295517,18.0,9.0,2004-09-05 18:00:00
951.0,29.3,20.4,-0.2030958560104317,19.0,9.0,2004-09-05 19:00:00
942.0,27.8,24.4,-0.10513831812330474,20.0,9.0,2004-09-05 20:00:00
988.0,27.1,26.9,-0.04877016436942931,21.0,9.0,2004-09-05 21:00:00
1008.0,26.3,29.5,-0.004108428044543191,22.0,9.0,2004-09-05 22:00:00
965.0,25.9,32.9,0.07936555538074047,23.0,9.0,2004-09-05 23:00:00
957.0,25.3,36.9,0.16245892769770282,0.0,9.0,2004-09-06 00:00:00
921.0,24.8,40.1,0.2133356103231241,1.0,9.0,2004-09-06 01:00:00
854.0,24.3,42.9,0.25510722651960227,2.0,9.0,2004-09-06 02:00:00
826.0,24.0,45.5,0.29296807688101834,3.0,9.0,2004-09-06 03:00:00
892.0,23.5,49.1,0.33582917275710317,5.0,9.0,2004-09-06 05:00:00
954.0,23.7,49.2,0.35030469693088884,6.0,9.0,2004-09-06 06:00:00
1120.0,23.6,49.6,0.3539612652410489,7.0,9.0,2004-09-06 07:00:00
1096.0,24.3,45.4,0.31115442863692305,8.0,9.0,2004-09-06 08:00:00
1058.0,26.3,38.3,0.2571197668691409,9.0,9.0,2004-09-06 09:00:00
977.0,27.6,34.2,0.22025939613434672,10.0,9.0,2004-09-06 10:00:00
977.0,29.2,29.1,0.14721237968038678,11.0,9.0,2004-09-06 11:00:00
943.0,29.2,28.6,0.13304377375776444,12.0,9.0,2004-09-06 12:00:00
964.0,29.4,28.3,0.13400627984773383,13.0,9.0,2004-09-06 13:00:00
953.0,29.8,28.0,0.14479274490154048,14.0,9.0,2004-09-06 14:00:00
967.0,30.1,26.7,0.1148453916690406,15.0,9.0,2004-09-06 15:00:00
996.0,30.1,27.2,0.13155443974030148,16.0,9.0,2004-09-06 16:00:00
1091.0,29.6,27.5,0.11591462459635593,17.0,9.0,2004-09-06 17:00:00
1114.0,29.6,27.7,0.12026883239094462,18.0,9.0,2004-09-06 18:00:00
1133.0,28.0,30.1,0.11564742352596191,19.0,9.0,2004-09-06 19:00:00
1031.0,26.8,33.8,0.15896763109564546,20.0,9.0,2004-09-06 20:00:00
952.0,25.7,35.8,0.14842000511827322,21.0,9.0,2004-09-06 21:00:00
949.0,25.4,35.2,0.11822738136464983,22.0,9.0,2004-09-06 22:00:00
932.0,25.0,37.3,0.14962617395581243,23.0,9.0,2004-09-06 23:00:00
966.0,24.6,40.5,0.21204215824303588,0.0,9.0,2004-09-07 00:00:00
888.0,24.2,43.8,0.2667392954318559,1.0,9.0,2004-09-07 01:00:00
847.0,24.0,43.7,0.25278002044251613,2.0,9.0,2004-09-07 02:00:00
856.0,21.9,48.3,0.224902004329073,3.0,9.0,2004-09-07 03:00:00
881.0,22.4,47.2,0.23055601102966375,4.0,9.0,2004-09-07 04:00:00
882.0,22.9,46.5,0.25161438328990404,5.0,9.0,2004-09-07 05:00:00
1016.0,23.1,47.0,0.2717051179286401,6.0,9.0,2004-09-07 06:00:00
1228.0,23.7,46.2,0.29087696334830004,7.0,9.0,2004-09-07 07:00:00
1311.0,25.8,41.9,0.31393444359584666,8.0,9.0,2004-09-07 08:00:00
1081.0,27.3,38.3,0.31254540217647026,9.0,9.0,2004-09-07 09:00:00
1104.0,31.0,29.1,0.2534787511102827,10.0,9.0,2004-09-07 10:00:00
991.0,31.6,25.5,0.15169051324043245,11.0,9.0,2004-09-07 11:00:00
1008.0,32.5,21.2,0.01715205881756566,12.0,9.0,2004-09-07 12:00:00
986.0,31.7,20.5,-0.05890110792016103,13.0,9.0,2004-09-07 13:00:00
948.0,31.5,21.5,-0.023473356185642127,14.0,9.0,2004-09-07 14:00:00
919.0,31.6,20.8,-0.04478818279013401,15.0,9.0,2004-09-07 15:00:00
958.0,32.4,19.4,-0.07483131062300348,16.0,9.0,2004-09-07 16:00:00
1037.0,31.7,20.3,-0.06870719800979085,17.0,9.0,2004-09-07 17:00:00
1120.0,31.1,21.0,-0.06860009149225688,18.0,9.0,2004-09-07 18:00:00
1205.0,28.9,25.4,-0.006722545760826811,19.0,9.0,2004-09-07 19:00:00
1172.0,27.4,30.8,0.10544051245799693,20.0,9.0,2004-09-07 20:00:00
1088.0,26.3,34.1,0.1356666114215335,21.0,9.0,2004-09-07 21:00:00
,,,,17.0,9.0,2004-09-08 17:00:00
1325.0,32.4,19.8,-0.05297892479088662,18.0,9.0,2004-09-08 18:00:00
1383.0,29.9,22.3,-0.0795844793428424,19.0,9.0,2004-09-08 19:00:00
1254.0,28.2,24.8,-0.06613980250454495,20.0,9.0,2004-09-08 20:00:00
1221.0,26.8,28.9,0.0018981972830802655,21.0,9.0,2004-09-08 21:00:00
1226.0,25.1,32.3,0.013014937077494544,22.0,9.0,2004-09-08 22:00:00
1100.0,25.4,30.5,-0.028193734370781983,23.0,9.0,2004-09-08 23:00:00
999.0,24.9,28.3,-0.13067832364211623,0.0,9.0,2004-09-09 00:00:00
980.0,23.2,30.5,-0.15571857499942057,1.0,9.0,2004-09-09 01:00:00
859.0,22.3,33.6,-0.1099264793786043,2.0,9.0,2004-09-09 02:00:00
814.0,23.0,33.0,-0.08512225341683509,3.0,9.0,2004-09-09 03:00:00
806.0,21.4,35.7,-0.10736251832849938,4.0,9.0,2004-09-09 04:00:00
813.0,21.7,33.4,-0.15723877642649142,5.0,9.0,2004-09-09 05:00:00
889.0,20.3,35.5,-0.18128209721929212,6.0,9.0,2004-09-09 06:00:00
1200.0,19.7,37.5,-0.16240128935882392,7.0,9.0,2004-09-09 07:00:00
1289.0,21.0,35.6,-0.1351326739914964,8.0,9.0,2004-09-09 08:00:00
1355.0,25.0,28.9,-0.1025865887751011,9.0,9.0,2004-09-09 09:00:00
1277.0,31.0,21.9,-0.02963480512969074,10.0,9.0,2004-09-09 10:00:00
1156.0,34.9,18.5,0.01872361399810251,11.0,9.0,2004-09-09 11:00:00
1054.0,37.1,15.0,-0.07289332552032483,12.0,9.0,2004-09-09 12:00:00
1096.0,35.0,17.3,-0.04688198590013037,13.0,9.0,2004-09-09 13:00:00
1160.0,35.1,17.5,-0.027062919549689073,14.0,9.0,2004-09-09 14:00:00
1148.0,35.4,16.6,-0.06347242295557354,15.0,9.0,2004-09-09 15:00:00
1166.0,38.4,13.8,-0.08110160143704147,16.0,9.0,2004-09-09 16:00:00
1315.0,37.6,14.5,-0.07504687432291127,17.0,9.0,2004-09-09 17:00:00
1425.0,35.2,16.6,-0.07882678054597102,18.0,9.0,2004-09-09 18:00:00
1329.0,31.2,25.5,0.12918445838082582,19.0,9.0,2004-09-09 19:00:00
1299.0,29.3,30.7,0.20620083058389785,20.0,9.0,2004-09-09 20:00:00
1123.0,28.3,30.1,0.13032626167557426,21.0,9.0,2004-09-09 21:00:00
1089.0,27.4,31.5,0.12486898204586927,22.0,9.0,2004-09-09 22:00:00
1081.0,26.2,35.7,0.17638731730576315,23.0,9.0,2004-09-09 23:00:00
1031.0,25.2,38.1,0.18639657594709377,0.0,9.0,2004-09-10 00:00:00
969.0,24.4,39.1,0.16415758616628337,1.0,9.0,2004-09-10 01:00:00
881.0,23.7,39.1,0.12124370728536422,2.0,9.0,2004-09-10 02:00:00
869.0,24.2,38.5,0.13897902728145098,3.0,9.0,2004-09-10 03:00:00
866.0,24.5,38.5,0.15597758145435273,4.0,9.0,2004-09-10 04:00:00
895.0,22.4,43.5,0.1504868332739362,5.0,9.0,2004-09-10 05:00:00
933.0,22.3,43.8,0.1510888543628561,6.0,9.0,2004-09-10 06:00:00
1209.0,21.4,45.8,0.1410654402786028,7.0,9.0,2004-09-10 07:00:00
1417.0,22.9,41.3,0.129535921349034,8.0,9.0,2004-09-10 08:00:00
1227.0,26.6,30.3,0.03710308795150226,9.0,9.0,2004-09-10 09:00:00
1093.0,30.3,23.0,-0.02326862693935433,10.0,9.0,2004-09-10 10:00:00
1135.0,32.8,18.9,-0.07969276890924851,11.0,9.0,2004-09-10 11:00:00
1112.0,34.3,17.7,-0.0601747230360701,12.0,9.0,2004-09-10 12:00:00
1147.0,33.3,18.9,-0.047510982671051735,13.0,9.0,2004-09-10 13:00:00
1086.0,33.0,20.1,-0.004108428044543191,14.0,9.0,2004-09-10 14:00:00
1077.0,33.6,19.6,0.002895803112025468,15.0,9.0,2004-09-10 15:00:00
1110.0,34.9,18.4,0.010544213875671097,16.0,9.0,2004-09-10 16:00:00
1146.0,33.4,20.3,0.026641930946421092,17.0,9.0,2004-09-10 17:00:00
1211.0,31.6,22.7,0.04018178963283176,18.0,9.0,2004-09-10 18:00:00
1218.0,29.2,26.9,0.06849941642469226,19.0,9.0,2004-09-10 19:00:00
1136.0,27.7,30.1,0.09449166309271761,20.0,9.0,2004-09-10 20:00:00
1017.0,27.1,31.0,0.09449166309271761,21.0,9.0,2004-09-10 21:00:00
1063.0,26.0,33.4,0.10174398388328404,22.0,9.0,2004-09-10 22:00:00
1083.0,25.1,35.7,0.11529104433473464,23.0,9.0,2004-09-10 23:00:00
1077.0,24.3,38.5,0.1419334958886666,0.0,9.0,2004-09-11 00:00:00
1372.0,25.4,53.0,0.52844940851954,10.0,9.0,2004-09-13 10:00:00
1320.0,30.0,41.6,0.5495077303583346,11.0,9.0,2004-09-13 11:00:00
1346.0,32.6,34.8,0.5230703501824278,12.0,9.0,2004-09-13 12:00:00
1307.0,32.2,34.2,0.4790253112161929,13.0,9.0,2004-09-13 13:00:00
1157.0,32.1,33.5,0.4504384737508955,14.0,9.0,2004-09-13 14:00:00
1154.0,32.6,31.8,0.4292467367729628,15.0,9.0,2004-09-13 15:00:00
1172.0,35.2,25.2,0.34436954208157794,16.0,9.0,2004-09-13 16:00:00
1241.0,34.3,24.7,0.2741408018851135,17.0,9.0,2004-09-13 17:00:00
1570.0,29.0,36.6,0.3682477202913481,19.0,9.0,2004-09-13 19:00:00
1418.0,27.1,42.2,0.40205931497333147,20.0,9.0,2004-09-13 20:00:00
1317.0,26.1,46.4,0.4347002333764993,21.0,9.0,2004-09-13 21:00:00
1204.0,25.1,49.4,0.4369637751675354,22.0,9.0,2004-09-13 22:00:00
1014.0,26.0,46.4,0.4301577206985359,23.0,9.0,2004-09-13 23:00:00
956.0,24.7,49.2,0.4131686924931969,0.0,9.0,2004-09-14 00:00:00
891.0,24.8,49.0,0.4115797091080184,1.0,9.0,2004-09-14 01:00:00
1299.0,26.9,53.1,0.6182619833681561,17.0,9.0,2004-09-15 17:00:00
1546.0,26.5,50.8,0.5500847977181076,18.0,9.0,2004-09-15 18:00:00
1571.0,25.1,55.8,0.560244161895718,19.0,9.0,2004-09-15 19:00:00
1312.0,23.9,58.9,0.546733162104409,20.0,9.0,2004-09-15 20:00:00
1074.0,23.1,62.8,0.5631523839437581,21.0,9.0,2004-09-15 21:00:00
1127.0,22.1,67.3,0.5693397848318728,22.0,9.0,2004-09-15 22:00:00
1040.0,22.1,66.5,0.5562386632924857,23.0,9.0,2004-09-15 23:00:00
1060.0,21.1,70.1,0.5519291786444077,0.0,9.0,2004-09-16 00:00:00
911.0,21.9,67.1,0.5535402261735278,1.0,9.0,2004-09-16 01:00:00
853.0,21.7,67.4,0.5459224608034201,2.0,9.0,2004-09-16 02:00:00
915.0,20.2,73.8,0.5440089175562235,3.0,9.0,2004-09-16 03:00:00
897.0,19.1,76.0,0.5109056205661614,4.0,9.0,2004-09-16 04:00:00
976.0,19.4,75.4,0.5189128339486097,5.0,9.0,2004-09-16 05:00:00
1066.0,19.7,74.4,0.5205184957368906,6.0,9.0,2004-09-16 06:00:00
1435.0,19.9,74.3,0.5354987239708748,7.0,9.0,2004-09-16 07:00:00
1420.0,20.4,72.8,0.542208004994659,8.0,9.0,2004-09-16 08:00:00
1365.0,21.6,67.7,0.5454589076603413,9.0,9.0,2004-09-16 09:00:00
1171.0,22.9,59.1,0.49041881398832804,10.0,9.0,2004-09-16 10:00:00
982.0,18.7,73.1,0.4451985103267644,11.0,9.0,2004-09-16 11:00:00
1021.0,21.1,58.3,0.36769401042116556,12.0,9.0,2004-09-16 12:00:00
1044.0,23.3,47.1,0.28374934942406804,13.0,9.0,2004-09-16 13:00:00
1005.0,22.9,47.9,0.2782376136237812,14.0,9.0,2004-09-16 14:00:00
1021.0,23.3,46.2,0.2631331995303682,15.0,9.0,2004-09-16 15:00:00
1064.0,23.7,45.4,0.27383666562972786,16.0,9.0,2004-09-16 16:00:00
1167.0,23.8,46.1,0.29065265589661377,17.0,9.0,2004-09-16 17:00:00
1167.0,23.0,49.3,0.3140074976193295,18.0,9.0,2004-09-16 18:00:00
1164.0,21.9,53.1,0.32114102619544627,19.0,9.0,2004-09-16 19:00:00
1092.0,21.3,54.8,0.3178717436148386,20.0,9.0,2004-09-16 20:00:00
997.0,21.2,55.2,0.31473774447520675,21.0,9.0,2004-09-16 21:00:00
966.0,21.4,54.8,0.32302508472377706,22.0,9.0,2004-09-16 22:00:00
969.0,20.8,57.2,0.3311006928193021,23.0,9.0,2004-09-16 23:00:00
944.0,21.3,55.8,0.33461336713621326,0.0,9.0,2004-09-17 00:00:00
834.0,21.4,52.1,0.27193371548364176,1.0,9.0,2004-09-17 01:00:00
796.0,20.6,56.6,0.30623391784630805,2.0,9.0,2004-09-17 02:00:00
777.0,20.0,59.1,0.31437268770482546,3.0,9.0,2004-09-17 03:00:00
752.0,19.7,61.9,0.33768578568687496,4.0,9.0,2004-09-17 04:00:00
755.0,19.6,59.1,0.28863162148736915,5.0,9.0,2004-09-17 05:00:00
800.0,19.8,56.7,0.2578154728454874,6.0,9.0,2004-09-17 06:00:00
1147.0,20.2,55.6,0.2656664983941004,7.0,9.0,2004-09-17 07:00:00
1036.0,19.7,57.8,0.27094274844748284,8.0,9.0,2004-09-17 08:00:00
926.0,20.2,53.1,0.21849275309878233,9.0,9.0,2004-09-17 09:00:00
961.0,22.0,47.0,0.20367526811881148,10.0,9.0,2004-09-17 10:00:00
951.0,23.5,41.6,0.17260786460631544,11.0,9.0,2004-09-17 11:00:00
962.0,22.8,41.8,0.13251837970014438,12.0,9.0,2004-09-17 12:00:00
1004.0,23.4,40.4,0.13976194237515863,13.0,9.0,2004-09-17 13:00:00
893.0,23.2,42.8,0.18373722093511702,14.0,9.0,2004-09-17 14:00:00
990.0,23.6,43.2,0.21776913497675487,15.0,9.0,2004-09-17 15:00:00
1071.0,23.9,40.8,0.1770577271188556,16.0,9.0,2004-09-17 16:00:00
1140.0,23.6,42.8,0.20701416938432612,17.0,9.0,2004-09-17 17:00:00
1103.0,23.2,43.3,0.19564901700481677,18.0,9.0,2004-09-17 18:00:00
1082.0,22.8,42.5,0.14910942258784107,19.0,9.0,2004-09-17 19:00:00
991.0,22.3,42.2,0.11413193404491263,20.0,9.0,2004-09-17 20:00:00
